dsp_pedon_id,dsp_plot_id,pedon_num,date_sampled,pedon_x,pedon_y,target_soil_name,soil_sampled_name,dspplotmgt_id,label_full,label,lu,till,trt,explanation,gen_state,site,project,soil,soc_stock_0_30cm,soc_stock_30_50cm,soc_stock_50_100cm,soc_stock_100cm,mat,map,climate,soc_pct,bulk_density,tn_pct,kssl_wsa,yoder_agg_stab_mwd,p_h,soil_respiration,bglucosidase,bglucosaminidase,alkaline_phosphatase,acid_phosphatase,phosphodiesterase,arylsulfatase,pox_c,ace,clay_combined,clay_src
KeCF3-1,KeCF3,NA,NA,-100.89697,39.9519869,NA,Keith,50,SHM - no-till,SHM,CROP,No-till,No-till - diverse rotation,"20 years+ of No-till with 100% residue post-harvest. Covercropping is not typical of the area due to high water holding capacities of the soils paired with low and highly variable annual precipitation.  He has found covercropping to be less efficient at recharging the soil profile than fallow, and has documented yield losses from cover cropping.  Kastens has done covercropping research since 2010, spending over $50,000 to reach this conclusion, thought they still do some small trials currently.  The crop rotation is diverse as it includes a winter grass, summer grass, and legume.  Wheat, corn, yellow peas represent a typical crop rotation.",AG-CROP,NA,KansasState,Keith,42.32598242,17.33767151,28.11754007,87.781194,10.93999958,533.4439697,cool_dry,1.47,1.3233418540000002,NA,2.916666667,0.305603307,NA,0.915229657,112.7983302,54.410302720000004,61.14009106,276.0394829,27.52458592,NA,395.48451080000007,4.202638032,19.6,kssl
KeCF3-2,KeCF3,NA,NA,-100.8967806,39.9521612,NA,Keith,50,SHM - no-till,SHM,CROP,No-till,No-till - diverse rotation,"20 years+ of No-till with 100% residue post-harvest. Covercropping is not typical of the area due to high water holding capacities of the soils paired with low and highly variable annual precipitation.  He has found covercropping to be less efficient at recharging the soil profile than fallow, and has documented yield losses from cover cropping.  Kastens has done covercropping research since 2010, spending over $50,000 to reach this conclusion, thought they still do some small trials currently.  The crop rotation is diverse as it includes a winter grass, summer grass, and legume.  Wheat, corn, yellow peas represent a typical crop rotation.",AG-CROP,NA,KansasState,Keith,37.907210723270005,15.435699671260002,41.965371366940005,95.30828176147001,10.93999958,533.4439697,cool_dry,1.33,1.140932904,NA,5.25,0.27311069499999996,NA,0.997225351,108.08978067500001,54.94064738,46.00314237,277.7704368,16.40438954,NA,348.3888628,4.018954276,19.75,kssl
KeCF3-3,KeCF3,NA,NA,-100.8967806,39.9521612,NA,Keith,50,SHM - no-till,SHM,CROP,No-till,No-till - diverse rotation,"20 years+ of No-till with 100% residue post-harvest. Covercropping is not typical of the area due to high water holding capacities of the soils paired with low and highly variable annual precipitation.  He has found covercropping to be less efficient at recharging the soil profile than fallow, and has documented yield losses from cover cropping.  Kastens has done covercropping research since 2010, spending over $50,000 to reach this conclusion, thought they still do some small trials currently.  The crop rotation is diverse as it includes a winter grass, summer grass, and legume.  Wheat, corn, yellow peas represent a typical crop rotation.",AG-CROP,NA,KansasState,Keith,30.13492596,14.17185723,43.09349375892375,87.40027694399375,10.93999958,533.4439697,cool_dry,1.3199999999999998,1.2843168624999999,NA,5.333333334,0.354450392,NA,0.8769291939999999,80.43018903,47.80980131,38.05302765,256.9333108,25.19545406,NA,359.1788828,4.244247394,21.7,kssl
KeN1-1,KeN1,NA,NA,-100.56165,39.249205,NA,Keith,51,Ref - Native,Ref,RANGE,Perennial,Native Rangeland,"Native rangeland, never been tilled to their knowledge (over 40 years)",Reference,NA,KansasState,Keith,57.126674188059994,22.68913435,36.30623391,116.1220425,11.28989983,549.6920166,cool_dry,2.5999999999999996,1.2001281160000001,NA,46.66666667,1.519790731,NA,1.378216999,184.2843964,145.02435493000002,156.2716047,887.8726173499999,118.18649543500001,60.939909525000004,631.8562951,5.727819437,21.3,kssl
KeN1-2,KeN1,NA,NA,-100.56165,39.249205,NA,Keith,51,Ref - Native,Ref,RANGE,Perennial,Native Rangeland,"Native rangeland, never been tilled to their knowledge (over 40 years)",Reference,NA,KansasState,Keith,61.1781553,18.317949289919998,31.82165788,111.3177625,11.28989983,549.6920166,cool_dry,2.635,0.984394454,NA,65,4.106924898,NA,1.415288376,191.7581598,126.64659259999999,194.9120009,1053.1431335500001,120.1578099,64.74190516,638.3224227999999,6.459987052,22,kssl
KeN1-3,KeN1,NA,NA,-100.56165,39.249205,NA,Keith,51,Ref - Native,Ref,RANGE,Perennial,Native Rangeland,"Native rangeland, never been tilled to their knowledge (over 40 years)",Reference,NA,KansasState,Keith,54.31456935,15.04093616,29.197327414950003,98.55283293,11.28989983,549.6920166,cool_dry,2.675,1.0295582085000001,NA,52.5,1.5938318,NA,1.3707758055000001,208.4636541,147.62727691999999,158.13532850000001,959.6687592,89.80251178,42.366731099999996,645.2658455000001,6.827711752,22.7,kssl
KeN2-1,KeN2,NA,NA,-101.0636022,39.3843208,NA,Keith,52,Ref - Native,Ref,RANGE,Perennial,Native Rangeland,"No knowledge of tillage in last 33+ years, occasional herbicide treatment for broadleaf, 1 cut of hay per year for last five years",AG-CROP,NA,KansasState,Keith,54.70575034,32.9801073,47.02819451,134.7140521,11.05000019,521.0280151,cool_dry,1.495,1.062882921,NA,77.08333333,1.860137631,NA,0.909776785,241.09539345000002,193.3498124,150.1179707,458.7818371,272.6793192,76.67660646,322.4240986,3.288148987,30.049999999999997,kssl
KeN2-2,KeN2,NA,NA,-101.0636425,39.3840397,NA,Keith,52,Ref - Native,Ref,RANGE,Perennial,Native Rangeland,"No knowledge of tillage in last 33+ years, occasional herbicide treatment for broadleaf, 1 cut of hay per year for last five years",AG-CROP,NA,KansasState,Keith,67.79004124,39.605195548039994,54.17590235,161.5711391,11.05000019,521.0280151,cool_dry,3.1550000000000002,0.911606267,NA,77.33333333,2.250399787,NA,1.383074969,267.3629348,165.0039218,349.5895033,537.2930125,319.3876377,94.88097911,511.6529148,4.633502156,52.849999999999994,kssl
KeN2-3,KeN2,NA,NA,-101.063449,39.384217,NA,Keith,52,Ref - Native,Ref,RANGE,Perennial,Native Rangeland,"No knowledge of tillage in last 33+ years, occasional herbicide treatment for broadleaf, 1 cut of hay per year for last five years",AG-CROP,NA,KansasState,Keith,69.65186058,30.85091065,49.266070350199996,149.7688416,11.05000019,521.0280151,cool_dry,3.24,1.014649785,NA,81.91666666500001,1.971884262,NA,1.472439577,222.17011687500002,161.4553527,376.4944639,950.5964260000001,212.4220861,67.08098151,597.0337246,6.163063168999999,33.5,kssl
KeN3-1,KeN3,NA,NA,-100.8692162,39.9736474,NA,Keith,53,Ref - Native,Ref,RANGE,Perennial,Native Rangeland,"Native rangeland, never been tilled to his knowledge (over 80 years).  100-125 700lb steers to a 0.5mile x 1mile pasture",Reference,NA,KansasState,Keith,52.904389761800005,18.12161065,46.51439078,117.54039119232002,10.93999958,533.5139771,cool_dry,2.1799999999999997,1.238714625,NA,69.25,1.820201164,NA,1.2998317744999999,234.41521848000002,155.1255112,419.20582149999996,267.6774344,110.18527947499999,NA,548.0662655,6.5097056890000005,21.1,kssl
KeN3-2,KeN3,NA,NA,-100.8692095,39.9739409,NA,Keith,53,Ref - Native,Ref,RANGE,Perennial,Native Rangeland,"Native rangeland, never been tilled to his knowledge (over 80 years).  100-125 700lb steers to a 0.5mile x 1mile pasture",Reference,NA,KansasState,Keith,43.31391034,17.27779972,47.92096379,108.5126738,10.93999958,533.5139771,cool_dry,2.1,0.981325073,NA,73.16666666500001,2.300372718,NA,1.56805922,231.9531891,170.7164081,282.92032770000003,289.7459486,110.5101563,NA,499.8232098,4.221514677,23.5,kssl
KeN3-3,KeN3,NA,NA,-100.8690184,39.9737363,NA,Keith,53,Ref - Native,Ref,RANGE,Perennial,Native Rangeland,"Native rangeland, never been tilled to his knowledge (over 80 years).  100-125 700lb steers to a 0.5mile x 1mile pasture",Reference,NA,KansasState,Keith,41.404583700850004,18.08267863,47.16673773,106.6540001,10.93999958,533.5139771,cool_dry,2.0700000000000003,0.946684912,NA,63.25,1.913288662,NA,1.416924442,216.895344,175.44020584999998,254.4537576,338.37640969999995,84.36430237,NA,527.2054904,3.734628205,24.15,kssl
CeC1-1,CeC1,a,NA,-78.6893,35.73547,NA,Cecil,20,BAU,BAU,CROP,Till,wheat,corn,AG-CROP,Lake Wheeler,NCState,Cecil,64.46952473,13.34276186,27.21301144,105.025298,15.72999954,1223.278931,warm_wet,2.165,1.20587911,0.11,41.634350444999995,4.293688928,NA,4.378363126,435.0978648,125.5319149,510.47872340000004,185.60051735000002,442.588968,201.7553192,716.4388550000001,9.176513627,23.05467336,coop
CeC1-2,CeC1,b,NA,-78.68135,35.73571,NA,Cecil,20,BAU,BAU,CROP,Till,wheat,corn,AG-CROP,Lake Wheeler,NCState,Cecil,41.93956568,8.190495346,14.83494684,64.96500786,15.78999996,1223.042847,warm_wet,1.63,1.687163658,0.14500000000000002,54.32900433,3.64468602,NA,4.197036126,449.0213523,138.5638298,270.177305,287.4445677,264.7330961,143.2624113,717.0723604,6.242963817,28.97791561,coop
CeC1-3,CeC1,c,NA,-78.68177,35.73594,NA,Cecil,20,BAU,BAU,CROP,Till,wheat,corn,AG-CROP,Lake Wheeler,NCState,Cecil,46.74528313,12.91774275,14.34558085,74.00860674,15.78999996,1223.042847,warm_wet,1.31,1.6084653274999998,0.105,32.66550523,29.237484865000003,NA,2.7473929669999997,221.8505338,78.50177305,122.03900709999999,170.2956394,151.7170819,61.43617021,716.4219616,4.307962849,31.01295824,coop
CeC2-1,CeC2,a,NA,-78.67495,35.72791,NA,Cecil,21,BAU,BAU,CROP,Till,wheat,corn,AG-CROP,Lake Wheeler,NCState,Cecil,44.9752225,28.6620312,29.84861528,103.485869,15.72999954,1223.137939,warm_wet,1.505,1.249047994,0.15000000000000002,9.956485119,0.78578523,NA,4.874611434,394.8932385,211.3120568,1550.602837,250.73170729999998,954.7953737,228.6879433,718.1788832,5.8382093390000005,19.6715557,coop
CeC2-2,CeC2,b,NA,-78.67525,35.72765,NA,Cecil,21,BAU,BAU,CROP,Till,wheat,corn,AG-CROP,Lake Wheeler,NCState,Cecil,54.16245826,12.391443726239999,20.664755422200002,87.21865741,15.72999954,1223.137939,warm_wet,1.465,1.67546198,0.135,22.189284145000002,2.343871505,NA,4.189574978,420.0978648,228.17375884999998,933.5106383,312.12490760000003,531.6903915,235.6914894,716.4219615,7.414125022,14.63504391,coop
CeC2-3,CeC2,c,NA,-78.67555,35.72739,NA,Cecil,21,BAU,BAU,CROP,Till,wheat,corn,AG-CROP,Lake Wheeler,NCState,Cecil,63.08358695252999,12.68025568,7.952927036,83.71676967,15.72999954,1223.137939,warm_wet,1.47,1.487871354,0.14,22.18494272,3.2579816610000005,NA,3.6491190815000003,565.6450178,228.0673759,804.7695035500001,365.67442719999997,727.3843417,245,717.4693571,7.141466242,31.7939574,coop
CeC3-1,CeC3,a,NA,-78.67194,35.72451,NA,Cecil,22,BAU,BAU,CROP,Till,wheat,corn,AG-CROP,Lake Wheeler,NCState,Cecil,77.57344099960001,45.68002606,54.25672527,177.5101923,15.72999954,1223.137939,warm_wet,1.96,1.571116968,0.13,14.88388202,2.71790785,NA,3.838994301,345.2313167,212.748227,377.85461,154.7228381,374.5462634,241.1879433,717.5876114499999,10.05094632,25.10674563,coop
CeC3-2,CeC3,b,NA,-78.67194,35.72481,NA,Cecil,22,BAU,BAU,CROP,Till,wheat,corn,AG-CROP,Lake Wheeler,NCState,Cecil,100.11652303989999,48.55029602,NA,NA,15.72999954,1223.137939,warm_wet,1.79,1.558869616,0.12,52.31024668,3.043845362,NA,3.9083857220000002,267.0462634,163.59042555000002,367.27836879999995,164.7560976,415.2491103,382.7039008,716.8611919,9.823465248,27.47068032,coop
CeC3-3,CeC3,c,NA,-78.67194,35.72511,NA,Cecil,22,BAU,BAU,CROP,Till,wheat,corn,AG-CROP,Lake Wheeler,NCState,Cecil,93.94548264,49.51688614,55.0656386,198.5280074,15.72999954,1223.137939,warm_wet,1.94,1.773380164,0.14,39.71769765,3.03099769,NA,4.307703455,340.2669039,143.5283688,350.035461,165.96637105000002,339.6441281,403.09397160000003,716.6838105,9.497690768,22.932993064999998,coop
CeF3-1,CeF3,a,NA,-78.66969,35.72612,NA,Cecil,23,Ref - Forest,Ref,FOREST,Perennial,forest,forest,Reference,Lake Wheeler,NCState,Cecil,43.92322953,9.79811791,10.59952519,64.32087263,15.68999958,1222.921021,warm_wet,5.575,0.794258954,0.245,88.10460308,2.563290789,NA,3.515590421,420.3024911,444.7251773,1300.01773,833.6320411,423.8790036,1034.157802,719.2462885499999,13.084834193999999,15.56606895,coop
CeF3-2,CeF3,b,NA,-78.66952,35.72619,NA,Cecil,23,Ref - Forest,Ref,FOREST,Perennial,forest,forest,Reference,Lake Wheeler,NCState,Cecil,46.14941006,13.43868567,16.504337279999998,76.09243301,15.68999958,1222.921021,warm_wet,1.565,1.826977486,0.095,51.909722224999996,34.69739754,NA,3.6993055659999996,270.1601423,82.35815604999999,109.4680851,158.9136796,111.9483986,343.1205674,717.087933,13.32302763,5.193762519,coop
CeH1-1,CeH1,a,NA,-78.68048,35.73409,NA,Cecil,24,SHM - forage,SHM,FORAGE,Perennial,hay,hay,AG-FORAGE,Lake Wheeler,NCState,Cecil,35.75229964,15.139294740359999,21.76404437,72.65563874845999,15.78999996,1223.042847,warm_wet,1.5999999999999999,1.364549009,0.13999999999999999,76.60765161,1.948981331,NA,2.423626729,371.6992883,126.28546098999999,334.8315603,200.5376941,346.8149467,554.0070922,715.9067105,9.866372636,8.235839061,coop
CeH1-2,CeH1,b,NA,-78.68042,35.73443,NA,Cecil,24,SHM - forage,SHM,FORAGE,Perennial,hay,hay,AG-FORAGE,Lake Wheeler,NCState,Cecil,73.34546355,17.659121893360002,16.16589809,107.17048353803999,15.78999996,1223.042847,warm_wet,3.615,1.177989101,0.29,72.0480062,NA,NA,3.946252059,449.3060499,170.8599291,608.3599291,244.6082779,576.2900356,712.3492908,716.8780855,15.927645292000001,10.939591270000001,coop
CeH1-3,CeH1,c,NA,-78.68036,35.73477,NA,Cecil,24,SHM - forage,SHM,FORAGE,Perennial,hay,hay,AG-FORAGE,Lake Wheeler,NCState,Cecil,82.74892002,19.23196684,24.6272763,126.6081632,15.78999996,1223.042847,warm_wet,3.385,1.591094703,0.305,83.54050892,2.571617032,NA,3.992452613,409.4483986,195.06205669999997,752.5531912499999,389.5325203,452.1708185,710.2659574500001,716.9709996,14.62010922,21.22710163,coop
CeH2-1,CeH2,a,NA,-78.67504,35.72877,NA,Cecil,25,SHM - forage,SHM,FORAGE,Perennial,hay,hay,AG-FORAGE,Lake Wheeler,NCState,Cecil,49.56085509,14.31757868,18.99227594,82.87070971474999,15.72999954,1223.137939,warm_wet,1.775,1.525704757,0.165,85.89418778,1.654637509,NA,1.8393256,404.4839858,101.8173759,370.2925532,256.0661493,403.5943061,351.4716312,715.9911779,11.00455887,4.758442358,coop
CeH2-2,CeH2,b,NA,-78.67478,35.72871,NA,Cecil,25,SHM - forage,SHM,FORAGE,Perennial,hay,hay,AG-FORAGE,Lake Wheeler,NCState,Cecil,44.43553126,16.73200464,25.19012038,86.35765628663499,15.72999954,1223.137939,warm_wet,1.69,1.557717637,0.16999999999999998,94.45457704,1.435993689,NA,1.7668541420000001,389.0124555,87.94326240000001,366.2588653,212.8603105,397.8113879,325.0531915,715.9151572000001,10.38194359,7.033440876,coop
CeH2-3,CeH2,c,NA,-78.67452,35.72865,NA,Cecil,25,SHM - forage,SHM,FORAGE,Perennial,hay,hay,AG-FORAGE,Lake Wheeler,NCState,Cecil,66.29469224,22.832083169799997,13.10469675,102.2314722,15.72999954,1223.137939,warm_wet,2.08,1.386982278,0.185,89.12614822,2.8487414275000003,NA,2.062537691,482.9359431,134.77836881000002,716.7375887,317.7457502,590.8540925,518.1914894,716.1854529,11.5462521,14.178443864999998,coop
CeH3-1,CeH3,a,NA,-78.67191,35.73246,NA,Cecil,26,SHM - forage,SHM,FORAGE,Perennial,hay,hay,AG-FORAGE,Lake Wheeler,NCState,Cecil,71.82202312,26.33394059,NA,NA,15.73999977,1222.805908,warm_wet,2.38,1.6439341435000001,0.22000000000000003,87.19354949500001,2.545157822,NA,2.981294598,552.1663701,165.5407802,391.8617021,348.9745011,714.9733097,890.3900708,715.9996246000001,9.960546855,17.51006903,coop
CeH3-2,CeH3,b,NA,-78.67204,35.73285,NA,Cecil,26,SHM - forage,SHM,FORAGE,Perennial,hay,hay,AG-FORAGE,Lake Wheeler,NCState,Cecil,35.231998848740005,NA,NA,NA,15.73999977,1222.805908,warm_wet,1.31,1.4844154180000002,0.125,68.50546532,2.122449899,NA,1.315900496,293.9412812,87.94326241,188.4485816,166.4523282,273.3007118,271.2411348,716.9851542,7.623959718,8.281058139999999,coop
CeH3-3,CeH3,c,NA,-78.67215,35.73325,NA,Cecil,26,SHM - forage,SHM,FORAGE,Perennial,hay,hay,AG-FORAGE,Lake Wheeler,NCState,Cecil,46.64669499,9.988327772,14.36441571,70.99943847,15.73999977,1222.805908,warm_wet,1.585,1.6441160350000001,0.14500000000000002,51.86919361,2.310622532,NA,1.942053892,385.0578292,129.1223404,265.66489359999997,226.512436,415.4092527,320.13297869999997,717.2164065500001,7.240871257,11.083088274000001,coop
ASP10-1,ASP10,10,NA,-117.4595977,46.78836813,NA,Palouse,4,SHM - no-till,SHM,CROP,No-till,ASP,ASP,AG-CROP,JEA,WashingtonState,Palouse,42.52731395348838,12.134400000000001,18.3576,73.01931395348838,9.630000114,489.8789978,cool_dry,1.7750000000000001,NA,0.143135,40.89,1.5724227750000002,5.625,142.6,46.76246257,80.76012834,-1.014296365,32.99838077,76.53461312,49.88971139,240.75,5.4599,20.9,kssl
ASP10-2,ASP10,10,NA,-117.4595978,46.788368,NA,Palouse,4,SHM - no-till,SHM,CROP,No-till,ASP,ASP,AG-CROP,JEA,WashingtonState,Palouse,35.93162790697674,11.941600000000001,12.3106,60.183827906976745,9.630000114,489.8789978,cool_dry,1.4,NA,0.11804500000000001,20.34,1.8042800090000002,7.654999999999999,136.89999999999998,32.82150392,63.10329251,6.408433452,59.43962805,42.88831081,15.888505433999999,167,3.5253,21.15,kssl
ASP10-3,ASP10,10,NA,-117.4595972,46.78836851,NA,Palouse,4,SHM - no-till,SHM,CROP,No-till,ASP,ASP,AG-CROP,JEA,WashingtonState,Palouse,19.537637209302325,2.2,4.5162,26.253837209302326,9.630000114,489.8789978,cool_dry,0.72,NA,0.0666,7.869999999999999,3.0928810715000004,6.984999999999999,139.75,75.55732804,44.79841683,10.66674961,75.96547375,34.951675800000004,33.35392097,310.6,1.9379,18.8,kssl
ASP2-1,ASP2,1,NA,-117.0822114,46.78188975,NA,Palouse,5,SHM - no-till,SHM,CROP,No-till,ASP,ASP,AG-CROP,CK,WashingtonState,Palouse,71.561986,34.31912,60.0723069,165.9534129,8.61989975,567.9370117,cool_dry,2.5238,0.87,0.178395,30.85,4.087549351,4.890000000000001,319.4,55.80623467,42.066253575000005,26.50029064,12.95830759,18.65917849,6.490242517,450.4,6.649699999999999,22,kssl
ASP2-2,ASP2,2,NA,-117.0822114,46.78188975,NA,Palouse,5,SHM - no-till,SHM,CROP,No-till,ASP,ASP,AG-CROP,CK,WashingtonState,Palouse,47.441725000000005,21.2159716,39.9783224,108.636019,8.61989975,567.9370117,cool_dry,2.61985,0.5800000000000001,0.19344,20.270000000000003,1.546356713,5.145,342.25,34.392631335000004,23.34547215,18.920915941999997,103.80400611499999,53.62352551,23.02655752,123,6.1222,23.1,kssl
ASP2-3,ASP2,2,NA,-117.0822114,46.78188975,NA,Palouse,5,SHM - no-till,SHM,CROP,No-till,ASP,ASP,AG-CROP,CK,WashingtonState,Palouse,73.989845,46.32506,52.80876488,173.12366987500002,8.61989975,567.9370117,cool_dry,2.5660499999999997,0.745,0.18897,24.28,2.188097262,5.47,356.55,47.53293424,69.77937043,4.232486435,67.31536839,3.9385594824999997,19.020852220000002,188.1,7.03185,22.9,kssl
